151,60
150,61
142,61
141,62
136,62
135,63
133,63
132,64
129,64
128,65
125,65
124,66
123,66
122,67
119,67
118,68
117,68
116,69
113,69
112,70
111,70
108,73
106,73
105,74
104,74
102,76
101,76
100,77
99,77
98,78
97,78
95,80
94,80
93,81
92,81
90,83
89,83
88,84
87,84
83,88
82,88
76,94
76,95
73,98
73,100
72,101
72,103
71,104
71,105
70,106
70,107
71,108
71,109
73,111
75,111
76,112
78,112
79,113
80,113
81,114
82,114
83,115
85,115
86,116
87,116
88,117
89,117
90,118
92,118
93,119
94,119
95,120
97,120
99,122
101,122
102,123
104,123
105,124
106,124
107,125
108,125
109,126
110,126
111,127
113,127
114,128
116,128
117,129
119,129
120,128
121,128
122,127
124,127
125,126
127,126
128,125
129,125
130,124
132,124
133,123
136,123
137,122
138,122
139,121
140,121
141,120
143,120
144,119
148,119
149,118
150,118
151,119
153,119
154,120
155,120
156,121
157,121
158,122
159,122
161,124
162,124
163,125
164,125
165,126
166,126
168,128
169,128
170,129
171,129
173,131
174,131
176,133
177,133
179,135
180,135
182,137
183,137
184,138
188,138
189,137
190,137
191,136
192,136
193,135
194,135
195,134
196,134
197,133
198,133
200,131
201,131
202,130
203,130
206,127
208,127
209,126
210,126
211,125
212,125
213,124
214,124
215,123
216,123
217,122
218,122
219,121
220,121
221,120
224,120
225,119
227,119
228,118
233,118
235,120
236,120
237,121
237,122
239,124
239,125
241,127
241,128
242,129
242,130
244,132
244,133
245,134
245,141
244,142
244,143
243,144
243,151
242,152
243,153
242,154
242,156
241,157
240,157
241,158
240,159
240,160
237,163
237,164
236,165
235,165
235,168
236,169
236,171
237,172
237,179
236,180
236,182
235,183
235,186
233,188
233,190
230,193
229,193
230,194
230,195
229,196
228,195
228,196
227,197
227,198
223,202
222,201
223,202
221,204
222,205
222,206
224,208
224,210
225,211
225,212
226,213
226,215
223,218
223,219
221,221
221,222
220,223
220,224
219,225
218,225
218,226
217,227
217,228
216,229
215,229
214,230
212,230
211,231
210,231
208,233
205,230
206,231
206,232
205,233
204,232
203,232
199,228
199,227
200,226
199,227
198,226
198,225
197,224
197,220
196,219
197,218
197,217
196,216
197,215
196,214
196,213
200,209
201,209
202,208
203,208
204,207
205,207
207,205
206,205
204,203
204,202
203,202
202,201
202,199
201,199
200,198
200,197
201,196
200,195
200,194
199,194
198,193
199,192
199,191
198,190
198,188
197,187
197,177
198,176
198,172
199,171
200,171
203,168
205,168
208,165
207,164
207,163
207,164
206,165
205,164
205,162
203,160
203,159
202,158
202,156
201,155
202,154
203,154
202,154
201,155
200,154
200,152
199,151
199,148
198,147
199,146
199,142
201,140
199,140
197,142
196,142
194,144
192,144
190,146
189,146
188,147
186,147
185,146
184,146
183,145
183,149
182,150
182,154
180,156
180,158
179,159
179,160
178,161
178,162
177,163
176,162
177,163
177,164
174,167
173,166
173,165
174,164
174,163
174,164
173,165
172,164
172,163
171,163
173,165
173,166
171,168
172,169
170,171
170,172
172,174
172,182
169,185
170,184
171,185
171,187
170,188
169,187
170,188
170,189
169,190
169,192
168,193
168,194
167,195
166,195
166,197
161,202
160,202
159,203
158,202
158,201
158,202
159,203
159,204
158,205
156,205
154,207
154,208
155,209
155,216
154,217
154,220
153,221
153,222
151,224
152,225
151,226
150,226
149,227
150,228
144,234
143,234
141,236
140,236
139,237
138,237
137,238
136,237
134,237
132,235
131,235
130,234
130,233
129,233
128,232
128,231
126,229
126,228
125,227
125,226
126,225
127,225
126,224
125,224
124,225
123,224
123,220
122,219
122,211
123,210
123,209
124,208
124,206
127,203
126,202
125,202
124,201
125,200
124,199
124,198
123,197
123,196
122,197
121,196
121,195
120,194
120,193
119,192
119,189
118,188
118,187
117,186
117,175
118,174
118,172
119,171
119,170
121,168
122,168
122,167
121,166
121,164
120,163
120,162
121,161
120,162
119,161
119,160
118,159
118,157
117,156
118,155
117,154
117,153
116,152
116,148
115,147
115,141
116,140
116,136
114,136
113,135
112,135
111,134
110,135
109,134
108,134
107,133
105,133
104,134
105,135
105,136
104,137
104,139
103,140
103,141
102,142
102,144
99,147
99,148
97,150
96,149
97,150
97,152
96,153
95,153
95,154
94,155
93,154
93,156
92,157
91,157
90,158
90,159
89,160
88,159
87,160
88,161
85,164
86,164
87,165
87,169
88,170
87,171
87,173
86,174
86,176
85,177
85,179
84,180
84,183
82,185
82,188
80,190
80,191
79,192
77,192
78,192
79,193
75,197
74,197
71,200
70,200
68,202
69,203
70,203
71,204
72,204
76,208
77,208
78,209
77,210
77,213
76,214
77,215
77,216
78,217
78,223
77,224
76,223
76,221
76,223
78,225
78,226
77,227
77,229
76,230
77,231
77,232
76,233
76,237
71,242
70,242
73,245
74,245
75,246
76,246
77,247
80,247
81,248
83,248
84,249
85,249
86,250
88,250
89,251
90,251
91,252
93,252
94,253
96,253
97,254
101,254
102,255
106,255
107,256
110,256
111,257
120,257
121,258
131,258
132,259
153,259
154,258
155,259
156,259
157,258
166,258
167,257
168,258
169,257
175,257
176,256
182,256
183,255
186,255
187,254
190,254
191,253
193,253
194,252
196,252
197,251
200,251
201,250
202,250
203,249
204,249
205,248
207,248
208,247
209,247
210,246
211,246
212,245
213,245
214,244
215,244
217,242
218,242
219,241
220,241
221,240
222,240
225,237
226,237
228,235
229,235
232,232
233,232
235,230
236,230
248,218
248,217
249,216
250,216
250,215
252,213
252,212
255,209
255,208
258,205
258,204
259,203
259,202
260,201
260,200
261,199
261,198
262,197
262,196
263,195
263,194
264,193
264,191
265,190
265,189
266,188
266,186
267,185
267,183
268,182
268,180
269,179
269,176
270,175
270,173
271,172
271,169
272,168
272,164
273,163
273,158
274,157
274,151
273,150
273,148
274,147
276,147
277,148
277,153
278,154
278,172
277,173
277,177
276,178
276,181
275,182
275,184
274,185
274,187
273,188
273,190
272,191
272,193
271,194
271,196
270,197
270,198
269,199
269,200
268,201
268,203
266,205
266,206
265,207
265,208
264,209
264,210
262,212
262,213
261,214
260,214
260,215
258,217
258,218
251,225
251,226
249,228
248,228
239,237
238,237
235,240
