0,0
0,333
333,333
333,328
329,324
326,324
325,325
320,325
319,326
313,326
312,327
306,327
305,328
299,328
298,329
291,329
290,330
279,330
278,331
268,331
267,332
258,332
257,333
224,333
223,332
222,333
221,332
210,332
209,331
201,331
200,330
195,330
194,329
190,329
189,328
186,328
185,327
181,327
180,326
177,326
176,325
173,325
172,324
170,324
169,323
168,323
167,322
165,322
164,321
162,321
161,320
160,320
159,319
158,319
157,318
156,318
155,317
154,317
153,316
152,316
151,315
150,315
148,313
146,313
144,311
143,311
141,309
140,310
140,311
130,321
123,321
122,320
121,320
118,317
117,317
116,316
109,316
108,317
100,317
99,316
97,316
96,315
94,315
92,313
92,312
91,311
91,308
92,307
92,304
93,303
93,302
94,301
94,300
95,299
95,297
98,294
98,291
99,290
99,285
98,284
98,268
99,267
99,264
98,264
97,263
95,263
94,262
91,262
90,261
89,261
88,260
86,260
85,259
84,259
83,258
82,258
81,257
79,257
77,255
76,255
75,254
73,254
72,253
71,253
69,251
68,251
66,249
65,249
62,246
61,246
60,245
60,244
59,244
47,232
47,231
45,229
45,228
43,226
43,225
41,223
41,222
40,221
40,220
39,219
39,217
38,216
38,215
37,214
37,213
36,212
36,210
35,209
35,207
34,206
34,204
33,203
33,200
32,199
32,196
31,195
31,190
30,189
30,182
29,181
29,151
30,150
30,144
31,143
31,140
32,139
32,137
33,136
33,134
34,133
34,131
35,130
35,128
36,127
36,126
37,125
37,124
38,123
38,122
39,121
39,120
40,119
40,118
42,116
42,115
44,113
44,112
52,104
56,104
57,105
60,105
62,103
62,101
63,100
63,99
64,98
64,97
65,96
65,95
67,93
67,92
70,89
70,88
76,82
77,82
81,78
82,78
85,75
86,75
89,72
90,72
92,70
93,70
94,69
95,69
97,67
98,67
99,66
100,66
101,65
103,65
104,64
105,64
106,63
108,63
109,62
110,62
111,61
113,61
114,60
116,60
117,59
118,59
119,58
122,58
123,57
124,57
125,56
127,56
128,55
131,55
132,54
133,54
134,53
136,53
137,52
139,52
140,51
142,51
143,50
145,50
146,49
149,49
150,48
152,48
153,47
155,47
156,46
160,46
161,45
166,45
167,44
173,44
174,45
175,45
179,49
179,52
181,52
182,51
184,51
185,50
188,50
189,49
212,49
213,50
216,50
217,51
218,51
219,52
220,52
221,53
221,54
222,55
222,56
223,57
223,59
237,59
238,60
241,60
242,61
243,61
245,63
245,64
246,65
246,66
247,66
248,65
249,65
251,63
252,63
253,62
254,62
255,61
258,61
259,60
264,60
265,59
270,59
271,60
272,60
278,66
278,68
279,68
280,67
284,67
285,66
289,66
290,65
296,65
297,64
304,64
305,65
307,65
308,66
309,66
310,67
311,67
312,68
312,69
313,70
313,75
314,76
315,75
318,75
319,74
333,74
333,0
