30,178
29,179
28,179
26,181
26,183
25,184
25,189
24,190
24,201
25,202
25,213
26,214
26,223
27,224
27,231
28,232
28,234
29,234
33,230
34,230
35,229
38,229
39,230
41,230
42,231
44,231
45,232
46,232
48,234
49,234
51,236
52,236
53,237
54,237
55,238
56,238
58,240
59,240
60,241
61,241
63,243
64,243
65,244
66,244
67,243
68,243
72,239
73,239
79,233
79,232
80,231
80,230
81,229
81,228
82,227
82,226
83,225
83,224
84,223
84,221
85,220
85,218
86,217
86,215
87,214
87,212
88,211
88,206
90,204
90,201
87,201
86,200
85,200
84,199
83,199
82,198
80,198
79,197
78,197
77,196
76,196
75,195
74,195
73,194
72,194
71,193
70,193
69,192
68,192
67,191
66,191
65,190
64,190
63,189
61,189
60,188
59,188
58,187
56,187
55,186
54,186
53,185
52,185
51,184
50,184
49,183
47,183
46,182
45,182
44,181
43,181
42,180
40,180
39,179
37,179
36,178
