214,76
213,77
211,77
210,78
209,78
208,79
207,79
201,85
201,86
199,88
199,89
198,90
198,92
197,93
197,96
196,97
196,102
197,103
197,106
198,107
198,109
199,110
199,111
200,112
200,113
201,114
201,115
208,122
209,122
210,123
211,123
212,124
213,124
214,125
216,125
217,126
226,126
227,125
229,125
230,124
231,124
232,123
233,123
235,121
236,121
238,119
238,118
240,116
240,114
241,113
241,111
242,110
242,108
243,107
243,94
242,93
242,92
241,91
241,89
240,88
240,87
238,85
238,84
234,80
233,80
232,79
231,79
230,78
229,78
228,77
226,77
225,76
