278,142
277,143
275,143
274,144
273,144
272,145
271,145
270,146
269,146
268,147
267,147
266,148
265,148
264,149
263,149
261,151
260,151
258,153
257,153
256,154
255,154
253,156
252,156
250,158
249,158
248,159
247,159
244,162
243,162
243,165
242,166
242,174
243,175
243,177
244,178
244,180
245,181
245,182
246,183
246,185
247,186
247,187
249,189
249,190
250,191
250,192
251,193
251,194
252,195
253,195
254,194
256,194
257,193
258,193
259,192
261,192
262,191
264,191
265,190
266,190
267,189
268,189
269,188
271,188
272,187
281,187
288,194
289,194
290,193
290,192
292,190
292,189
293,188
293,187
294,186
294,185
295,184
295,181
296,180
296,176
297,175
297,167
296,166
296,164
294,162
294,161
291,158
291,157
290,156
290,155
289,154
289,153
288,152
288,151
287,150
287,149
285,147
285,146
281,142
