364,244
365,243
366,243
372,249
372,250
376,254
376,255
404,283
405,283
406,284
406,285
412,291
412,292
415,295
415,296
416,297
416,298
417,299
417,300
418,301
418,304
417,305
416,305
413,302
413,301
410,298
410,297
407,294
406,294
405,293
404,293
403,292
403,290
396,283
396,282
395,281
395,280
393,278
392,278
375,261
375,260
369,254
370,255
370,256
371,257
371,258
372,259
372,260
373,261
373,262
375,264
375,265
378,268
378,269
383,274
384,274
386,276
384,278
383,278
382,279
378,279
377,278
374,278
375,278
377,280
378,280
379,281
381,281
382,282
384,282
385,283
386,283
387,284
389,284
390,285
391,285
392,286
393,286
394,287
396,287
399,290
399,291
401,293
401,294
402,295
402,296
403,297
403,298
404,298
405,299
406,299
407,300
407,301
408,302
408,303
409,304
409,305
411,307
411,308
412,309
412,310
413,311
413,312
415,314
415,315
416,316
416,317
417,318
417,320
418,321
418,327
417,328
415,326
415,325
415,329
416,330
416,333
415,334
414,333
414,331
413,330
413,329
412,328
412,326
411,325
411,323
410,322
410,321
409,320
409,318
408,317
408,316
407,315
407,314
406,313
406,312
405,311
405,310
404,309
404,308
402,306
402,305
400,303
400,302
399,301
399,300
396,297
396,296
392,292
391,292
388,289
387,289
386,288
384,288
383,287
382,287
381,286
380,286
379,285
378,285
377,284
375,284
374,283
373,283
372,282
370,282
369,281
368,281
367,280
366,280
365,279
364,279
363,278
362,278
358,274
358,271
360,269
364,269
365,270
369,270
370,271
373,271
372,270
372,269
369,266
369,265
368,264
368,263
366,261
366,259
365,258
365,256
364,255
364,251
363,250
363,246
364,245
